volume_ct,num_filled_ct,_index,_parent_table_name,_parent_index,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status
14,2,1,NGA_2019_MSNA_HouseholdSurvey_BAMA,6,62247552,53bcdd1b-b457-49a4-9980-7b2f4851535b,2019-07-19T17:24:03,
20,2,2,NGA_2019_MSNA_HouseholdSurvey_BAMA,6,62247552,53bcdd1b-b457-49a4-9980-7b2f4851535b,2019-07-19T17:24:03,
15,4,3,NGA_2019_MSNA_HouseholdSurvey_BAMA,9,62247563,9d4e8355-1d99-44a4-8fa1-576745551fa4,2019-07-19T17:24:10,
20,4,4,NGA_2019_MSNA_HouseholdSurvey_BAMA,9,62247563,9d4e8355-1d99-44a4-8fa1-576745551fa4,2019-07-19T17:24:10,
14,4,5,NGA_2019_MSNA_HouseholdSurvey_BAMA,9,62247563,9d4e8355-1d99-44a4-8fa1-576745551fa4,2019-07-19T17:24:10,
14,2,6,NGA_2019_MSNA_HouseholdSurvey_BAMA,10,62247567,a1d62c5c-0c28-4d87-8187-7aa57a6ab63b,2019-07-19T17:24:12,
25,3,7,NGA_2019_MSNA_HouseholdSurvey_BAMA,10,62247567,a1d62c5c-0c28-4d87-8187-7aa57a6ab63b,2019-07-19T17:24:12,
15,2,8,NGA_2019_MSNA_HouseholdSurvey_BAMA,10,62247567,a1d62c5c-0c28-4d87-8187-7aa57a6ab63b,2019-07-19T17:24:12,
20,4,9,NGA_2019_MSNA_HouseholdSurvey_BAMA,10,62247567,a1d62c5c-0c28-4d87-8187-7aa57a6ab63b,2019-07-19T17:24:12,
80,1,10,NGA_2019_MSNA_HouseholdSurvey_BAMA,10,62247567,a1d62c5c-0c28-4d87-8187-7aa57a6ab63b,2019-07-19T17:24:12,
20,5,11,NGA_2019_MSNA_HouseholdSurvey_BAMA,11,62250840,4e1f6204-9e6d-42f9-b5c9-ca6976260b7e,2019-07-19T17:54:14,
15,4,12,NGA_2019_MSNA_HouseholdSurvey_BAMA,12,62250905,a982203e-821e-4947-b913-85e66f0c7322,2019-07-19T17:55:00,
40,1,13,NGA_2019_MSNA_HouseholdSurvey_BAMA,12,62250905,a982203e-821e-4947-b913-85e66f0c7322,2019-07-19T17:55:00,
20,1,14,NGA_2019_MSNA_HouseholdSurvey_BAMA,12,62250905,a982203e-821e-4947-b913-85e66f0c7322,2019-07-19T17:55:00,
30,5,15,NGA_2019_MSNA_HouseholdSurvey_BAMA,13,62250912,d141b408-4736-4314-ab72-5fcdd260b313,2019-07-19T17:55:07,
20,5,16,NGA_2019_MSNA_HouseholdSurvey_BAMA,13,62250912,d141b408-4736-4314-ab72-5fcdd260b313,2019-07-19T17:55:07,
10,2,17,NGA_2019_MSNA_HouseholdSurvey_BAMA,13,62250912,d141b408-4736-4314-ab72-5fcdd260b313,2019-07-19T17:55:07,
15,1,18,NGA_2019_MSNA_HouseholdSurvey_BAMA,14,62250916,016a81af-a7cf-475a-a57f-3e23fc950da5,2019-07-19T17:55:16,
10,1,19,NGA_2019_MSNA_HouseholdSurvey_BAMA,14,62250916,016a81af-a7cf-475a-a57f-3e23fc950da5,2019-07-19T17:55:16,
20,8,20,NGA_2019_MSNA_HouseholdSurvey_BAMA,15,62250919,13cc9f9f-ad3e-4d19-84c1-02b30c42f92b,2019-07-19T17:55:26,
15,4,21,NGA_2019_MSNA_HouseholdSurvey_BAMA,15,62250919,13cc9f9f-ad3e-4d19-84c1-02b30c42f92b,2019-07-19T17:55:26,
20,5,22,NGA_2019_MSNA_HouseholdSurvey_BAMA,16,62250973,50d5d9a4-d8cf-46c5-94f4-a6daf6e25859,2019-07-19T17:56:45,
25,4,23,NGA_2019_MSNA_HouseholdSurvey_BAMA,16,62250973,50d5d9a4-d8cf-46c5-94f4-a6daf6e25859,2019-07-19T17:56:45,
20,5,24,NGA_2019_MSNA_HouseholdSurvey_BAMA,17,62251132,5f4b3a57-6a5f-4cc8-ae0b-14d12749f14b,2019-07-19T17:57:19,
5,5,25,NGA_2019_MSNA_HouseholdSurvey_BAMA,17,62251132,5f4b3a57-6a5f-4cc8-ae0b-14d12749f14b,2019-07-19T17:57:19,
20,6,26,NGA_2019_MSNA_HouseholdSurvey_BAMA,18,62251151,6145ddd8-d226-443f-90b2-a599dc22a950,2019-07-19T17:57:23,
25,3,27,NGA_2019_MSNA_HouseholdSurvey_BAMA,19,62251175,6282dc7b-587c-4b10-a746-d9ff37ca7753,2019-07-19T17:57:29,
15,3,28,NGA_2019_MSNA_HouseholdSurvey_BAMA,19,62251175,6282dc7b-587c-4b10-a746-d9ff37ca7753,2019-07-19T17:57:29,
20,6,29,NGA_2019_MSNA_HouseholdSurvey_BAMA,20,62251210,1260aaad-095d-4f42-8604-fee3b87339c1,2019-07-19T17:57:37,
15,3,30,NGA_2019_MSNA_HouseholdSurvey_BAMA,21,62251715,286ddd0b-ebbd-4fa3-a0d5-f24a3d02bda5,2019-07-19T18:02:38,
15,3,31,NGA_2019_MSNA_HouseholdSurvey_BAMA,21,62251715,286ddd0b-ebbd-4fa3-a0d5-f24a3d02bda5,2019-07-19T18:02:38,
15,3,32,NGA_2019_MSNA_HouseholdSurvey_BAMA,21,62251715,286ddd0b-ebbd-4fa3-a0d5-f24a3d02bda5,2019-07-19T18:02:38,
15,3,33,NGA_2019_MSNA_HouseholdSurvey_BAMA,21,62251715,286ddd0b-ebbd-4fa3-a0d5-f24a3d02bda5,2019-07-19T18:02:38,
30,1,34,NGA_2019_MSNA_HouseholdSurvey_BAMA,22,62251718,8812fb0e-4866-4feb-9abc-a3d6e84098c2,2019-07-19T18:02:40,
4,1,35,NGA_2019_MSNA_HouseholdSurvey_BAMA,22,62251718,8812fb0e-4866-4feb-9abc-a3d6e84098c2,2019-07-19T18:02:40,
4,1,36,NGA_2019_MSNA_HouseholdSurvey_BAMA,22,62251718,8812fb0e-4866-4feb-9abc-a3d6e84098c2,2019-07-19T18:02:40,
4,1,37,NGA_2019_MSNA_HouseholdSurvey_BAMA,22,62251718,8812fb0e-4866-4feb-9abc-a3d6e84098c2,2019-07-19T18:02:40,
30,1,38,NGA_2019_MSNA_HouseholdSurvey_BAMA,22,62251718,8812fb0e-4866-4feb-9abc-a3d6e84098c2,2019-07-19T18:02:40,
4,1,39,NGA_2019_MSNA_HouseholdSurvey_BAMA,22,62251718,8812fb0e-4866-4feb-9abc-a3d6e84098c2,2019-07-19T18:02:40,
30,2,43,NGA_2019_MSNA_HouseholdSurvey_BAMA,24,62251728,3ea8e9e2-616f-428c-8dbf-83f33dd55bcb,2019-07-19T18:02:44,
30,2,44,NGA_2019_MSNA_HouseholdSurvey_BAMA,24,62251728,3ea8e9e2-616f-428c-8dbf-83f33dd55bcb,2019-07-19T18:02:44,
15,2,45,NGA_2019_MSNA_HouseholdSurvey_BAMA,24,62251728,3ea8e9e2-616f-428c-8dbf-83f33dd55bcb,2019-07-19T18:02:44,
15,2,46,NGA_2019_MSNA_HouseholdSurvey_BAMA,24,62251728,3ea8e9e2-616f-428c-8dbf-83f33dd55bcb,2019-07-19T18:02:44,
20,3,47,NGA_2019_MSNA_HouseholdSurvey_BAMA,25,62251731,2b45cf51-d1cb-4e39-8a95-306b8b1bbd3f,2019-07-19T18:02:46,
20,3,48,NGA_2019_MSNA_HouseholdSurvey_BAMA,25,62251731,2b45cf51-d1cb-4e39-8a95-306b8b1bbd3f,2019-07-19T18:02:46,
15,3,49,NGA_2019_MSNA_HouseholdSurvey_BAMA,25,62251731,2b45cf51-d1cb-4e39-8a95-306b8b1bbd3f,2019-07-19T18:02:46,
4,3,50,NGA_2019_MSNA_HouseholdSurvey_BAMA,25,62251731,2b45cf51-d1cb-4e39-8a95-306b8b1bbd3f,2019-07-19T18:02:46,
20,6,51,NGA_2019_MSNA_HouseholdSurvey_BAMA,26,62251864,fcc67cc8-8e53-46b3-8d48-8523168cc932,2019-07-19T18:04:09,
20,2,52,NGA_2019_MSNA_HouseholdSurvey_BAMA,26,62251864,fcc67cc8-8e53-46b3-8d48-8523168cc932,2019-07-19T18:04:09,
20,1,53,NGA_2019_MSNA_HouseholdSurvey_BAMA,26,62251864,fcc67cc8-8e53-46b3-8d48-8523168cc932,2019-07-19T18:04:09,
20,1,54,NGA_2019_MSNA_HouseholdSurvey_BAMA,26,62251864,fcc67cc8-8e53-46b3-8d48-8523168cc932,2019-07-19T18:04:09,
20,3,55,NGA_2019_MSNA_HouseholdSurvey_BAMA,26,62251864,fcc67cc8-8e53-46b3-8d48-8523168cc932,2019-07-19T18:04:09,
20,2,56,NGA_2019_MSNA_HouseholdSurvey_BAMA,26,62251864,fcc67cc8-8e53-46b3-8d48-8523168cc932,2019-07-19T18:04:09,
20,5,57,NGA_2019_MSNA_HouseholdSurvey_BAMA,27,62251872,f488f7e5-bcef-4e6e-a350-efeea42b3344,2019-07-19T18:04:15,
20,5,58,NGA_2019_MSNA_HouseholdSurvey_BAMA,27,62251872,f488f7e5-bcef-4e6e-a350-efeea42b3344,2019-07-19T18:04:15,
20,5,59,NGA_2019_MSNA_HouseholdSurvey_BAMA,27,62251872,f488f7e5-bcef-4e6e-a350-efeea42b3344,2019-07-19T18:04:15,
20,5,60,NGA_2019_MSNA_HouseholdSurvey_BAMA,27,62251872,f488f7e5-bcef-4e6e-a350-efeea42b3344,2019-07-19T18:04:15,
20,5,61,NGA_2019_MSNA_HouseholdSurvey_BAMA,27,62251872,f488f7e5-bcef-4e6e-a350-efeea42b3344,2019-07-19T18:04:15,
15,1,62,NGA_2019_MSNA_HouseholdSurvey_BAMA,30,62251974,bfc19de3-b456-41f0-8e00-e041d87b9aee,2019-07-19T18:05:08,
15,1,63,NGA_2019_MSNA_HouseholdSurvey_BAMA,30,62251974,bfc19de3-b456-41f0-8e00-e041d87b9aee,2019-07-19T18:05:08,
15,1,64,NGA_2019_MSNA_HouseholdSurvey_BAMA,30,62251974,bfc19de3-b456-41f0-8e00-e041d87b9aee,2019-07-19T18:05:08,
15,1,65,NGA_2019_MSNA_HouseholdSurvey_BAMA,30,62251974,bfc19de3-b456-41f0-8e00-e041d87b9aee,2019-07-19T18:05:08,
15,1,66,NGA_2019_MSNA_HouseholdSurvey_BAMA,30,62251974,bfc19de3-b456-41f0-8e00-e041d87b9aee,2019-07-19T18:05:08,
15,1,67,NGA_2019_MSNA_HouseholdSurvey_BAMA,30,62251974,bfc19de3-b456-41f0-8e00-e041d87b9aee,2019-07-19T18:05:08,
15,1,68,NGA_2019_MSNA_HouseholdSurvey_BAMA,30,62251974,bfc19de3-b456-41f0-8e00-e041d87b9aee,2019-07-19T18:05:08,
15,1,69,NGA_2019_MSNA_HouseholdSurvey_BAMA,30,62251974,bfc19de3-b456-41f0-8e00-e041d87b9aee,2019-07-19T18:05:08,
15,1,70,NGA_2019_MSNA_HouseholdSurvey_BAMA,30,62251974,bfc19de3-b456-41f0-8e00-e041d87b9aee,2019-07-19T18:05:08,
15,1,71,NGA_2019_MSNA_HouseholdSurvey_BAMA,30,62251974,bfc19de3-b456-41f0-8e00-e041d87b9aee,2019-07-19T18:05:08,
15,1,72,NGA_2019_MSNA_HouseholdSurvey_BAMA,30,62251974,bfc19de3-b456-41f0-8e00-e041d87b9aee,2019-07-19T18:05:08,
15,1,73,NGA_2019_MSNA_HouseholdSurvey_BAMA,30,62251974,bfc19de3-b456-41f0-8e00-e041d87b9aee,2019-07-19T18:05:08,
15,1,74,NGA_2019_MSNA_HouseholdSurvey_BAMA,30,62251974,bfc19de3-b456-41f0-8e00-e041d87b9aee,2019-07-19T18:05:08,
15,1,75,NGA_2019_MSNA_HouseholdSurvey_BAMA,30,62251974,bfc19de3-b456-41f0-8e00-e041d87b9aee,2019-07-19T18:05:08,
25,3,76,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,77,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,78,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,79,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,80,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,81,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,82,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,83,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,84,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,85,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,86,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,87,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,88,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,89,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,90,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,91,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,92,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,93,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,94,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
25,3,95,NGA_2019_MSNA_HouseholdSurvey_BAMA,31,62251977,f849ee12-caac-494e-bdd9-443132ae36e2,2019-07-19T18:05:12,
20,5,96,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,97,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,98,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,99,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,100,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,101,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,102,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,103,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,104,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,105,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,106,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,107,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,108,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,109,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,110,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,111,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,112,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,5,113,NGA_2019_MSNA_HouseholdSurvey_BAMA,32,62251982,07f0165a-3807-4f88-b15c-68b1e9a050e7,2019-07-19T18:05:17,
20,2,117,NGA_2019_MSNA_HouseholdSurvey_BAMA,36,62252003,68fb2bee-5a6a-4905-9030-8c275df6d705,2019-07-19T18:05:40,
20,1,118,NGA_2019_MSNA_HouseholdSurvey_BAMA,37,62252008,a4d73140-9914-452b-b531-b5dcde0b873f,2019-07-19T18:05:44,
20,2,119,NGA_2019_MSNA_HouseholdSurvey_BAMA,38,62252011,3b844d46-9c0e-4ea9-8a12-0452ee9ecd1c,2019-07-19T18:05:47,
20,1,120,NGA_2019_MSNA_HouseholdSurvey_BAMA,38,62252011,3b844d46-9c0e-4ea9-8a12-0452ee9ecd1c,2019-07-19T18:05:47,
20,4,121,NGA_2019_MSNA_HouseholdSurvey_BAMA,39,62252166,2cdd30c3-7408-4f1e-b270-f54c86916fee,2019-07-19T18:08:45,
20,2,122,NGA_2019_MSNA_HouseholdSurvey_BAMA,40,62252170,35120e2e-4e3b-4ca1-b3de-1e830db21e09,2019-07-19T18:08:54,
20,2,123,NGA_2019_MSNA_HouseholdSurvey_BAMA,40,62252170,35120e2e-4e3b-4ca1-b3de-1e830db21e09,2019-07-19T18:08:54,
20,2,124,NGA_2019_MSNA_HouseholdSurvey_BAMA,41,62252175,c86e172f-d3f4-490b-89ff-f01aeee1a006,2019-07-19T18:09:03,
20,2,125,NGA_2019_MSNA_HouseholdSurvey_BAMA,41,62252175,c86e172f-d3f4-490b-89ff-f01aeee1a006,2019-07-19T18:09:03,
20,2,126,NGA_2019_MSNA_HouseholdSurvey_BAMA,41,62252175,c86e172f-d3f4-490b-89ff-f01aeee1a006,2019-07-19T18:09:03,
4,2,127,NGA_2019_MSNA_HouseholdSurvey_BAMA,41,62252175,c86e172f-d3f4-490b-89ff-f01aeee1a006,2019-07-19T18:09:03,
4,2,128,NGA_2019_MSNA_HouseholdSurvey_BAMA,41,62252175,c86e172f-d3f4-490b-89ff-f01aeee1a006,2019-07-19T18:09:03,
20,1,129,NGA_2019_MSNA_HouseholdSurvey_BAMA,42,62252184,df8f82f5-8c7f-429d-b920-9ca821de065b,2019-07-19T18:09:10,
10,1,130,NGA_2019_MSNA_HouseholdSurvey_BAMA,42,62252184,df8f82f5-8c7f-429d-b920-9ca821de065b,2019-07-19T18:09:10,
10,1,131,NGA_2019_MSNA_HouseholdSurvey_BAMA,42,62252184,df8f82f5-8c7f-429d-b920-9ca821de065b,2019-07-19T18:09:10,
10,1,132,NGA_2019_MSNA_HouseholdSurvey_BAMA,42,62252184,df8f82f5-8c7f-429d-b920-9ca821de065b,2019-07-19T18:09:10,
10,1,133,NGA_2019_MSNA_HouseholdSurvey_BAMA,42,62252184,df8f82f5-8c7f-429d-b920-9ca821de065b,2019-07-19T18:09:10,
20,1,134,NGA_2019_MSNA_HouseholdSurvey_BAMA,42,62252184,df8f82f5-8c7f-429d-b920-9ca821de065b,2019-07-19T18:09:10,
10,1,135,NGA_2019_MSNA_HouseholdSurvey_BAMA,42,62252184,df8f82f5-8c7f-429d-b920-9ca821de065b,2019-07-19T18:09:10,
20,2,136,NGA_2019_MSNA_HouseholdSurvey_BAMA,43,62252187,15a09d1b-1be9-498f-a082-f75dff4c72a8,2019-07-19T18:09:11,
20,2,137,NGA_2019_MSNA_HouseholdSurvey_BAMA,43,62252187,15a09d1b-1be9-498f-a082-f75dff4c72a8,2019-07-19T18:09:11,
20,2,138,NGA_2019_MSNA_HouseholdSurvey_BAMA,43,62252187,15a09d1b-1be9-498f-a082-f75dff4c72a8,2019-07-19T18:09:11,
20,3,139,NGA_2019_MSNA_HouseholdSurvey_BAMA,44,62252189,8545a6ee-b166-4e0b-8580-2a71c2a2fc3e,2019-07-19T18:09:12,
5,3,140,NGA_2019_MSNA_HouseholdSurvey_BAMA,44,62252189,8545a6ee-b166-4e0b-8580-2a71c2a2fc3e,2019-07-19T18:09:12,
20,4,141,NGA_2019_MSNA_HouseholdSurvey_BAMA,45,62252192,0e912c29-6f3a-4e72-a75c-493da002f62c,2019-07-19T18:09:16,
20,7,142,NGA_2019_MSNA_HouseholdSurvey_BAMA,46,62252198,d70d36df-a83e-4134-8c4b-4f0e80b39134,2019-07-19T18:09:23,
20,5,143,NGA_2019_MSNA_HouseholdSurvey_BAMA,47,62252199,a473fd6d-3ecf-4e48-bc47-5f8b3712b7e1,2019-07-19T18:09:23,
20,5,144,NGA_2019_MSNA_HouseholdSurvey_BAMA,48,62252202,607ba903-a273-4397-b179-1791e0a9c045,2019-07-19T18:09:31,
10,5,145,NGA_2019_MSNA_HouseholdSurvey_BAMA,48,62252202,607ba903-a273-4397-b179-1791e0a9c045,2019-07-19T18:09:31,
5,5,146,NGA_2019_MSNA_HouseholdSurvey_BAMA,48,62252202,607ba903-a273-4397-b179-1791e0a9c045,2019-07-19T18:09:31,
5,3,147,NGA_2019_MSNA_HouseholdSurvey_BAMA,49,62252207,e5b5c81c-2fb4-4db4-9c5c-413c54ddf9dc,2019-07-19T18:09:42,
15,5,148,NGA_2019_MSNA_HouseholdSurvey_BAMA,50,62252210,1c4e0ac3-01c6-4376-8b09-368fd6b2a172,2019-07-19T18:09:57,
14,5,149,NGA_2019_MSNA_HouseholdSurvey_BAMA,50,62252210,1c4e0ac3-01c6-4376-8b09-368fd6b2a172,2019-07-19T18:09:57,
20,3,150,NGA_2019_MSNA_HouseholdSurvey_BAMA,51,62252263,1c31b288-e2f3-47fd-a22d-8624615b97dd,2019-07-19T18:11:37,
20,3,151,NGA_2019_MSNA_HouseholdSurvey_BAMA,51,62252263,1c31b288-e2f3-47fd-a22d-8624615b97dd,2019-07-19T18:11:37,
2,2,152,NGA_2019_MSNA_HouseholdSurvey_BAMA,52,62252264,3e01ae1f-b4b3-4432-8ce7-f00d465ffc3d,2019-07-19T18:11:45,
2,2,153,NGA_2019_MSNA_HouseholdSurvey_BAMA,52,62252264,3e01ae1f-b4b3-4432-8ce7-f00d465ffc3d,2019-07-19T18:11:45,
2,2,154,NGA_2019_MSNA_HouseholdSurvey_BAMA,52,62252264,3e01ae1f-b4b3-4432-8ce7-f00d465ffc3d,2019-07-19T18:11:45,
2,1,155,NGA_2019_MSNA_HouseholdSurvey_BAMA,53,62252268,506c836e-c5cc-4c49-8c99-af38d9de57f4,2019-07-19T18:11:52,
2,1,156,NGA_2019_MSNA_HouseholdSurvey_BAMA,53,62252268,506c836e-c5cc-4c49-8c99-af38d9de57f4,2019-07-19T18:11:52,
20,2,157,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,158,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,159,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,160,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,161,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,162,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,163,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,164,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,165,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,166,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,167,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,168,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,169,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,170,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,171,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,172,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,173,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,174,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,175,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
20,2,176,NGA_2019_MSNA_HouseholdSurvey_BAMA,54,62252270,5845dc2a-5be3-4094-b45f-75c94d6f5d79,2019-07-19T18:11:56,
7,3,177,NGA_2019_MSNA_HouseholdSurvey_BAMA,55,62252477,fca24691-d058-4707-98e2-d52b83bdae02,2019-07-19T18:16:50,
20,3,178,NGA_2019_MSNA_HouseholdSurvey_BAMA,55,62252477,fca24691-d058-4707-98e2-d52b83bdae02,2019-07-19T18:16:50,
5,7,179,NGA_2019_MSNA_HouseholdSurvey_BAMA,55,62252477,fca24691-d058-4707-98e2-d52b83bdae02,2019-07-19T18:16:50,
